RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,LIVSTIDSINDKOMST,ARBEJDSLOSHED,LAENGDE,ADGANGSKVOTIENT,ABENHED,JOBTYPE,PLACERING,Q3_EDUCATION_O1_JEG_GAR_I_3_G,Q3_EDUCATION_O2_JEG_GAR_I_2_G,Q3_EDUCATION_O3_JEG_GAR_I_1_G,Q3_EDUCATION_O4_JEG_GAR_I_2_HF,Q3_EDUCATION_O5_JEG_GAR_I_1_HF,Q3_EDUCATION_O6_JEG_HAR_SABBATAR,Q3_EDUCATION_O7_INGEN_AF_OVENSTAENDE,Q4_SABBATAR,Q5_GENDER_O1_KVINDE,Q5_GENDER_O2_MAND,Q5_GENDER_O3_ANDET,Q7_SIZE_OF_CITY_O1_OVER_1_MIO_INDBYGGER_KOBENHAVN,Q7_SIZE_OF_CITY_O2_MELLEM_100_000_OG_1_MIO_INDBYGGERE_AARHUS_ODENSE_OG_AALBORG,Q7_SIZE_OF_CITY_O3_MELLEM_50_000_OG_100_000_INDBYGGERE,Q7_SIZE_OF_CITY_O4_MELLEM_20_000_OG_50_000_INDBYGGERE,Q7_SIZE_OF_CITY_O5_UNDER_20_000_INDBYGGERE,Q8_PARENT_EDUCATION_O1_FOLKESKOLE,Q8_PARENT_EDUCATION_O2_GYMNASIE_STX_HHX_HTX_HF,Q8_PARENT_EDUCATION_O3_ERHVERVSUDDANNELSE,Q8_PARENT_EDUCATION_O4_KORT_VIDEREGAENDE_UDDANNELSE_TYPISK_ERHVERVSAKADEMIUDDANNELSER,Q8_PARENT_EDUCATION_O5_MELLEMLANG_VIDEREGAENDE_UDDANNELSE_TYPISK_PROFESSIONSBACHELORER,Q8_PARENT_EDUCATION_O6_LANG_VIDEREGAENDE_UDDANNELSE_TYPISK_UNIVERSITETSUDDANNELSER,Q8_PARENT_EDUCATION_O7_VED_IKKE,Q12_EDUCATION,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O1_JA,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O2_NEJ_MEN_JEG_PLANLAEGGER_AT_GORE_DET_I_AR,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O3_NEJ_OG_JEG_PLANLAEGGER_IKKE_AT_GORE_DET_I_AR,Q14_EDUCATION,Q3_EDUCATION_O2_JEG_GAR_I_2_HF,Q3_EDUCATION_O3_JEG_HAR_SABBATAR,Q3_EDUCATION_O4_INGEN_AF_OVENSTAENDE
193548094,193548094,1,1,0,13,15,4,Alle optaget,Mange jobs2,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,1,2,1,25,5,3.5,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,2,1,0,17,20,5,10,Mange jobs2,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,2,2,1,25,10,2,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,3,1,1,21,20,4,6,Specifikke jobs,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,3,2,0,13,10,5,Alle optaget,Mange jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,4,1,0,21,15,3.5,10,Mange jobs2,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,4,2,1,25,5,4,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,5,1,1,21,5,2,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193548094,193548094,5,2,0,13,10,4,6,Specifikke jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.7,1,0,0,Webkommunikation,NA,NA,NA
193556050,193556050,1,1,1,21,15,3.5,6,Mange jobs,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,1,2,0,17,5,5,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,2,1,1,21,20,4,10,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,2,2,0,17,10,2,Alle optaget,Specifikke jobs,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,3,1,1,25,5,3.5,Alle optaget,Mange jobs2,Ikke-velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,3,2,0,13,10,5,10,Specifikke jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,4,1,1,13,5,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,4,2,0,25,10,4,6,Mange jobs,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,5,1,1,13,5,3.5,10,Mange jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193556050,193556050,5,2,0,21,20,5,6,Mange jobs,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1,0,0,Elektriker,NA,NA,NA
193564553,193564553,1,1,0,25,5,2,10,Specifikke jobs,Velfærdsjobs,små byer,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,1,2,1,17,15,5,Alle optaget,Mange jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,2,1,1,21,15,2,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,2,2,0,13,10,3.5,10,Mange jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,3,1,1,21,10,3.5,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,3,2,0,17,20,4,6,Mange jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,4,1,0,21,20,3.5,10,Specifikke jobs,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,4,2,1,13,5,5,Alle optaget,Specifikke jobs2,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,5,1,1,21,15,3.5,6,Specifikke jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564553,193564553,5,2,0,13,5,4,Alle optaget,Mange jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8,0,0,1,NULL,NA,NA,NA
193564691,193564691,1,1,0,17,20,3.5,Alle optaget,Mange jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,1,2,1,25,10,5,6,Specifikke jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,2,1,1,21,5,4,10,Mange jobs2,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,2,2,0,13,15,2,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,3,1,0,17,20,2,Kun kvote 2,Mange jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,3,2,1,25,15,3.5,Alle optaget,Specifikke jobs2,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,4,1,1,21,10,4,6,Mange jobs2,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,4,2,0,17,15,3.5,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,5,1,0,13,10,5,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193564691,193564691,5,2,1,25,5,2,10,Specifikke jobs2,Ikke-velfærdsjobs,store byer1,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,Ikke sikker,NA,NA,NA
193582404,193582404,1,1,0,13,20,2,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,1,2,1,17,5,5,Alle optaget,Specifikke jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,2,1,1,17,15,5,6,Specifikke jobs2,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,2,2,0,25,5,4,10,Mange jobs,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,3,1,0,13,15,3.5,10,Specifikke jobs2,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,3,2,1,21,10,4,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,4,1,0,25,5,2,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,4,2,1,21,10,4,6,Specifikke jobs,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,5,1,1,21,5,3.5,10,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193582404,193582404,5,2,0,13,20,4,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.4,1,0,0,Medicin,NA,NA,NA
193586883,193586883,1,1,0,17,15,2,Alle optaget,Mange jobs,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,1,2,1,21,10,3.5,10,Mange jobs2,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,2,1,0,13,20,3.5,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,2,2,1,25,10,5,10,Specifikke jobs2,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,3,1,1,25,15,2,10,Specifikke jobs,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,3,2,0,21,5,5,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,4,1,1,13,10,2,10,Specifikke jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,4,2,0,17,5,4,Kun kvote 2,Specifikke jobs2,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,5,1,1,21,20,4,6,Specifikke jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193586883,193586883,5,2,0,13,15,2,Alle optaget,Mange jobs,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,IT,NA,NA,NA
193591460,193591460,1,1,0,13,15,4,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,1,2,1,21,5,3.5,6,Mange jobs2,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,2,1,0,17,10,3.5,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,2,2,1,25,15,5,Kun kvote 2,Mange jobs,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,3,1,0,21,20,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,3,2,1,25,5,4,6,Mange jobs,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,4,1,1,25,10,2,Kun kvote 2,Specifikke jobs,Velfærdsjobs,små byer,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,4,2,0,13,20,5,10,Mange jobs2,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,5,1,0,21,10,4,6,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193591460,193591460,5,2,1,25,5,5,Alle optaget,Specifikke jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
193608667,193608667,1,1,0,17,10,2,6,Mange jobs,Ikke-velfærdsjobs2,store byer2,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,1,2,1,21,15,5,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,2,1,0,21,20,2,Kun kvote 2,Mange jobs,Velfærdsjobs,store byer2,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,2,2,1,13,5,4,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs2,store byer1,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,3,1,1,13,10,2,10,Specifikke jobs2,Ikke-velfærdsjobs2,store byer2,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,3,2,0,25,5,3.5,Kun kvote 2,Mange jobs2,Velfærdsjobs,store byer1,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,4,1,0,21,20,4,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs,små byer,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,4,2,1,25,10,3.5,6,Mange jobs,Velfærdsjobs 2,store byer2,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,5,1,0,17,5,2,6,Specifikke jobs,Velfærdsjobs,store byer1,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193608667,193608667,5,2,1,25,10,5,10,Mange jobs2,Ikke-velfærdsjobs2,små byer,0,1,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,0,0,1,NULL,NA,NA,NA
193618069,193618069,1,1,0,17,5,3.5,10,Specifikke jobs2,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,1,NULL,NA,NA,NA
193618069,193618069,1,2,1,13,15,2,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,1,NULL,NA,NA,NA
193618069,193618069,2,1,1,13,10,3.5,10,Mange jobs2,Ikke-velfærdsjobs,store byer1,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,1,NULL,NA,NA,NA
193618069,193618069,2,2,0,25,5,5,Alle optaget,Specifikke jobs,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,1,NULL,NA,NA,NA
