id,choice_set,profil,valg,livstidsindkomst,arbejdsløshed,længde,adgangskvotient,åbenhed,velfærdsarbejde,placering,target,target_variation,arbejdsløshed_target,åbenhed_target,beskæftigelse,sabbatår,køn,storby,forældre_udd,karaktergennemsnit,studie_start,studie_valg,højt_snit
189066171,4,1,0,21 mio,15%,2 år,6,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Folkeskole,7,1,Journalist,9 eller under
189066171,4,2,1,25 mio,10%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Folkeskole,7,1,Journalist,9 eller under
189066171,5,1,0,13 mio,15%,2 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Folkeskole,7,1,Journalist,9 eller under
189066171,5,2,1,25 mio,10%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Folkeskole,7,1,Journalist,9 eller under
189066172,1,1,0,17 mio,5%,4 år,Alle optaget,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,1,2,1,25 mio,15%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,2,1,0,13 mio,20%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,2,2,1,21 mio,5%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,3,1,1,13 mio,10%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,3,2,0,21 mio,15%,2 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,4,1,0,13 mio,20%,"3,5 år",10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,4,2,1,21 mio,5%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,5,1,0,13 mio,20%,2 år,Alle optaget,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066172,5,2,1,25 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,LVU,9.5,0,NA,Over 9
189066174,1,1,0,17 mio,10%,5 år,6,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,1,2,1,25 mio,5%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,2,1,0,21 mio,20%,"3,5 år",6,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,2,2,1,25 mio,15%,2 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,3,1,0,21 mio,10%,5 år,10,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,3,2,1,25 mio,15%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,4,1,1,21 mio,15%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,4,2,0,17 mio,5%,2 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,5,1,0,17 mio,5%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066174,5,2,1,25 mio,10%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,LVU,9,0,NA,9 eller under
189066175,1,1,0,13 mio,15%,2 år,10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,1,2,1,17 mio,5%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,2,1,1,13 mio,10%,"3,5 år",Alle optaget,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,2,2,0,25 mio,15%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,3,1,0,13 mio,10%,"3,5 år",10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,3,2,1,21 mio,20%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,4,1,0,17 mio,20%,"3,5 år",10,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,4,2,1,21 mio,5%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,5,1,0,21 mio,20%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066175,5,2,1,25 mio,5%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,MVU,9.2,0,NA,Over 9
189066176,1,1,1,21 mio,20%,"3,5 år",10,Mange jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,1,2,0,13 mio,10%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,2,1,0,25 mio,5%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,2,2,1,17 mio,10%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,3,1,1,17 mio,5%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,3,2,0,21 mio,10%,2 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,4,1,0,25 mio,15%,4 år,Alle optaget,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,4,2,1,21 mio,5%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,5,1,0,21 mio,20%,2 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066176,5,2,1,13 mio,15%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,KVU,6,0,NA,9 eller under
189066179,1,1,0,17 mio,5%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,1,2,1,13 mio,15%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,2,1,0,21 mio,20%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,2,2,1,25 mio,10%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,3,1,0,21 mio,5%,2 år,10,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,3,2,1,13 mio,20%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,4,1,0,13 mio,10%,4 år,Kun kvote 2,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,4,2,1,21 mio,5%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,5,1,1,21 mio,10%,2 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066179,5,2,0,17 mio,20%,"3,5 år",10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,NA,4,0,NA,9 eller under
189066180,1,1,1,21 mio,15%,4 år,Kun kvote 2,Mange jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,1,2,0,13 mio,5%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,2,1,1,21 mio,15%,4 år,10,Mange jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,2,2,0,17 mio,10%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,3,1,0,13 mio,20%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,3,2,1,21 mio,10%,2 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,4,1,0,17 mio,20%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,4,2,1,25 mio,15%,2 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,5,1,1,21 mio,5%,2 år,Alle optaget,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Opfyldt/lighed,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066180,5,2,0,25 mio,10%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Opfyldt/lighed,Variation,3.g,0,Kvinde,Uden for de fire store byer,Erhvervsuddannelse,8,0,NA,9 eller under
189066185,1,1,1,25 mio,5%,4 år,10,Mange jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,1,2,0,13 mio,20%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,2,1,0,17 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,2,2,1,21 mio,10%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,3,1,0,13 mio,20%,5 år,6,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,3,2,1,17 mio,5%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,4,1,0,13 mio,20%,2 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
189066185,4,2,1,25 mio,15%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,NA,6,0,NA,9 eller under
